# DES-SN5YR photometry subset (public data release: DES Collaboration 2024;
# Sanchez et al. 2024; https://github.com/des-science/DES-SN5YR ,
# doi:10.5281/zenodo.12720777). Cosmology-sample SNe Ia (IDSURVEY 10),
# zHEL 0.05-0.65 stratified (all z<0.2 + 25/bin, seed 42); SNANA SMP
# FLUXCAL -> AB mag (27.5 - 2.5 log10 FLUXCAL), SNR >= 3.
# x1/c/mB/mu columns = the release SALT3 fits (DES-Dovekie_Metadata.csv),
# carried for cross-checks only.
snid,mjd,band,mag,emag
1247420,56534.2040,g,20.9686,0.0157
1247420,56534.2060,r,21.0131,0.0238
1247420,56538.3820,g,20.0503,0.0077
1247420,56538.3850,r,20.1229,0.0147
1247420,56543.3240,g,19.6783,0.0049
1247420,56543.3270,r,19.7762,0.0078
1247420,56547.2120,g,19.6408,0.0058
1247420,56547.2150,r,19.6801,0.0072
1247420,56551.2930,g,19.7324,0.0180
1247420,56551.2960,r,19.6744,0.0143
1247420,56559.1670,g,20.0863,0.0358
1247420,56559.1690,r,20.0737,0.0896
1247420,56563.2590,g,20.4164,0.0098
1247420,56563.2620,r,20.2456,0.0110
1247420,56567.1570,g,20.7427,0.0163
1247420,56567.1600,r,20.4093,0.0279
1247420,56575.1390,r,20.6264,0.0113
1247420,56579.1280,r,20.8194,0.0361
1247420,56591.0770,g,22.1280,0.0724
1247420,56591.0790,r,21.3913,0.0449
1247420,56602.0630,g,22.4516,0.0462
1247420,56602.0660,r,21.7902,0.0326
1247420,56615.0230,g,22.4630,0.1607
1247420,56615.0250,r,22.0633,0.1132
1247420,56618.0300,g,22.6365,0.0638
1247420,56618.0330,r,22.1064,0.0544
1247420,56627.0500,g,22.7946,0.0595
1247420,56627.0530,r,22.3179,0.0451
1247420,56635.0540,g,22.9852,0.1660
1247420,56635.0570,r,22.3210,0.1136
1247420,56642.1160,r,22.3805,0.2953
1247420,56648.1480,r,22.4151,0.1042
1247420,56653.0720,g,22.8170,0.1270
1247420,56653.0740,r,22.0755,0.0825
1247420,56660.1160,g,23.8998,0.2335
1247420,56660.1190,r,23.1745,0.1698
1247420,56676.0440,g,23.4113,0.1962
1247420,56676.0460,r,22.9126,0.1356
1247420,56691.0590,g,24.2113,0.3308
1247420,56691.0620,r,23.5529,0.2176
1249264,56534.1540,g,24.5630,0.1962
1249264,56534.1570,r,23.7410,0.1442
1249264,56534.1850,g,24.5276,0.1705
1249264,56534.1880,r,23.7876,0.1340
1249264,56534.1900,i,23.9041,0.2046
1249264,56534.1930,z,23.9000,0.2602
1249264,56538.1470,g,23.8561,0.1137
1249264,56538.1500,r,23.3326,0.1069
1249264,56538.1520,i,23.5717,0.2038
1249264,56538.1550,z,23.2394,0.1988
1249264,56538.1610,g,23.8567,0.1282
1249264,56538.1630,r,23.2688,0.0927
1249264,56538.1650,i,23.2615,0.1302
1249264,56538.1680,z,23.8650,0.2836
1249264,56543.0920,g,23.9638,0.1820
1249264,56543.0940,r,22.8659,0.1042
1249264,56543.0960,i,23.4556,0.2715
1249264,56543.0990,z,22.9944,0.2335
1249264,56543.1050,g,23.5806,0.1430
1249264,56543.1080,r,22.8726,0.1205
1249264,56543.1100,i,23.1817,0.2301
1249264,56547.0830,r,22.7534,0.1179
1249264,56547.0850,i,22.9765,0.1548
1249264,56547.0870,z,23.1740,0.2132
1249264,56547.0940,g,23.4538,0.2132
1249264,56547.0970,r,22.7521,0.1253
1249264,56547.0990,i,23.0377,0.1718
1249264,56547.1010,z,22.9811,0.2068
1249264,56551.0820,i,22.7781,0.2719
1249264,56551.0850,z,22.9983,0.3472
1249264,56551.2620,r,22.7435,0.2825
1249264,56551.2640,i,22.7668,0.2305
1249264,56551.2670,z,23.3396,0.3570
1249264,56558.0520,g,24.5901,0.2664
1249264,56558.0540,r,23.0585,0.0950
1249264,56558.0560,i,22.9249,0.1207
1249264,56558.0590,z,23.2230,0.2128
1249264,56563.0390,r,23.3643,0.1660
1249264,56563.0410,i,23.7291,0.3431
1249264,56563.0440,z,22.9074,0.2097
1249264,56563.0530,r,23.1257,0.1196
1249264,56563.0550,i,23.4647,0.2430
1249264,56575.0170,r,24.1405,0.2272
1249264,56575.0190,i,23.6591,0.1835
1249264,56575.0210,z,23.6790,0.2450
1249264,56575.0300,r,24.6364,0.3499
1249264,56575.0320,i,23.7598,0.1998
1249264,56579.0150,r,23.7096,0.3499
1250017,56536.2410,g,22.8767,0.1000
1250017,56537.2220,r,22.5560,0.1145
1250017,56537.2270,z,23.2799,0.3407
1250017,56543.2820,g,20.7764,0.0093
1250017,56543.2840,r,20.9224,0.0147
1250017,56543.2870,i,21.0144,0.0204
1250017,56543.2890,z,21.2808,0.0321
1250017,56547.2400,g,20.3684,0.0087
1250017,56547.2420,r,20.4908,0.0112
1250017,56547.2440,i,20.7269,0.0154
1250017,56547.2470,z,21.1014,0.0281
1250017,56551.2330,r,20.3029,0.0293
1250017,56551.2350,i,20.6192,0.0333
1250017,56551.2370,z,21.0514,0.0536
1250017,56559.2190,g,20.4075,0.0388
1250017,56559.2210,r,20.4439,0.0761
1250017,56559.2230,i,20.7281,0.0605
1250017,56559.2260,z,21.3359,0.0814
1250017,56563.2440,g,20.6444,0.0081
1250017,56563.2460,r,20.4877,0.0087
1250017,56563.2480,i,20.8559,0.0144
1250017,56563.2510,z,21.5766,0.0382
1250017,56567.1850,g,20.9106,0.0134
1250017,56567.1870,r,20.6650,0.0123
1250017,56567.1890,i,21.1001,0.0220
1250017,56567.1910,z,21.9682,0.0587
1250017,56575.1640,g,21.5808,0.0159
1250017,56575.1660,r,21.0416,0.0120
1250017,56575.1680,i,21.3598,0.0205
1250017,56575.1710,z,22.0933,0.0513
1250017,56579.1530,g,21.8536,0.0904
1250017,56579.1550,r,21.1861,0.0415
1250017,56579.1570,i,21.3976,0.0469
1250017,56579.1600,z,21.9586,0.0801
1250017,56590.3130,r,21.6474,0.0766
1250017,56590.3150,i,21.6035,0.0966
1250017,56590.3170,z,21.8178,0.1030
1250017,56594.1210,r,21.8679,0.0652
1250017,56594.1230,i,21.7824,0.0770
1250017,56594.1260,z,21.8959,0.1011
1250017,56602.0910,g,23.1587,0.0627
1250017,56602.0930,r,22.2291,0.0369
1250017,56602.0950,i,22.1793,0.0452
1250017,56602.0980,z,22.3185,0.0680
1250017,56606.0830,r,22.2238,0.1345
1250017,56606.0850,i,21.8420,0.1247
1250017,56606.0880,z,22.2416,0.2311
1250017,56609.0820,g,23.5000,0.3201
1250017,56609.0850,r,22.3869,0.0945
1250017,56609.0870,i,22.4320,0.0948
1250017,56609.0890,z,22.6400,0.1486
1250017,56616.0750,r,22.1944,0.2706
1250017,56616.0810,z,22.3390,0.2762
1250017,56625.2100,g,23.6238,0.1277
1250017,56625.2130,r,22.7246,0.0653
1250017,56625.2180,z,23.0922,0.1639
1250017,56629.0380,g,23.7852,0.2853
1250017,56629.0400,r,22.8084,0.1164
1250017,56629.0420,i,22.9238,0.1893
1250017,56629.0450,z,23.1469,0.2806
1250017,56636.0410,g,24.0848,0.3554
1250017,56636.0440,r,23.0461,0.1116
1250017,56636.0490,z,23.4674,0.2150
1250017,56645.1380,r,23.2034,0.2108
1250017,56645.1400,i,23.6969,0.2677
1250017,56645.1430,z,23.5333,0.2502
1250017,56649.1320,g,24.1118,0.3214
1250017,56649.1340,r,23.4413,0.1902
1250017,56649.1360,i,23.3198,0.1970
1250017,56653.1490,r,23.4218,0.2161
1250017,56660.0610,g,23.8730,0.1500
1250017,56660.0630,r,23.5551,0.1364
1250017,56660.0650,i,23.8210,0.2483
1250017,56676.0600,r,23.6706,0.2542
1250017,56676.0620,i,23.7061,0.2366
1250017,56683.0420,r,23.7722,0.3000
1250017,56690.0650,g,24.5886,0.3095
1250017,56690.0680,r,24.4903,0.3473
1250017,56690.0700,i,24.1089,0.3091
1250034,56543.2820,g,21.8569,0.0308
1250034,56543.2840,r,21.8150,0.0425
1250034,56543.2870,i,21.7266,0.0546
1250034,56543.2890,z,22.0882,0.0971
1250034,56547.2400,g,20.9141,0.0193
1250034,56547.2420,r,20.9982,0.0220
1250034,56547.2440,i,20.9641,0.0279
1250034,56547.2470,z,21.3133,0.0497
1250034,56551.2330,r,20.4671,0.0446
1250034,56551.2350,i,20.4842,0.0415
1250034,56551.2370,z,20.7168,0.0553
1250034,56559.2190,g,20.4129,0.0505
1250034,56559.2210,r,20.2621,0.0891
1250034,56559.2230,i,20.7072,0.0894
1250034,56559.2260,z,21.2034,0.1060
1250034,56563.2440,g,20.6115,0.0106
1250034,56563.2460,r,20.4483,0.0110
1250034,56563.2480,i,20.7028,0.0179
1250034,56563.2510,z,21.3200,0.0441
1250034,56567.1850,g,20.9355,0.0163
1250034,56567.1870,r,20.6083,0.0150
1250034,56567.1890,i,20.9877,0.0282
1250034,56567.1910,z,21.6156,0.0611
1250034,56575.1640,g,21.7824,0.0247
1250034,56575.1660,r,21.0003,0.0151
1250034,56575.1680,i,21.2029,0.0274
1250034,56575.1710,z,21.6447,0.0499
1250034,56579.1530,g,22.3257,0.1951
1250034,56579.1550,r,21.2980,0.0610
1250034,56579.1570,i,21.1863,0.0565
1250034,56579.1600,z,21.5847,0.0820
1250034,56590.3130,r,21.7950,0.1150
1250034,56590.3150,i,21.4310,0.1171
1250034,56590.3170,z,21.5119,0.1182
1250034,56594.1210,r,21.7493,0.0767
1250034,56594.1230,i,21.7707,0.1116
1250034,56594.1260,z,21.6995,0.1237
1250034,56602.0910,g,23.5606,0.1217
1250034,56602.0930,r,22.2621,0.0488
1250034,56602.0950,i,22.2180,0.0686
1250034,56602.0980,z,22.1635,0.0846
1250034,56606.0830,r,21.6623,0.1052
1250034,56606.0850,i,21.7867,0.1556
1250034,56606.0880,z,21.4104,0.1543
1250034,56609.0850,r,22.3443,0.1233
1250034,56609.0870,i,22.7205,0.1832
1250034,56609.0900,z,22.6011,0.2072
1250034,56625.2100,g,23.7843,0.2026
1250034,56625.2130,r,22.6865,0.0791
1250034,56625.2150,i,22.9590,0.1870
1250034,56625.2180,z,22.9378,0.2059
1250034,56629.0380,g,23.2219,0.2163
1250034,56629.0400,r,22.7398,0.1387
1250034,56629.0420,i,22.5071,0.1808
1250034,56629.0450,z,22.7368,0.2686
1250034,56636.0410,g,23.9020,0.3527
1250034,56636.0440,r,23.2803,0.1863
1250034,56636.0460,i,23.5473,0.2735
1250034,56636.0490,z,23.5362,0.3261
1250034,56645.1380,r,23.2127,0.2868
1250034,56649.1340,r,23.3532,0.2159
1250034,56649.1360,i,23.3997,0.3057
1250034,56649.1390,z,23.1860,0.3254
1250034,56653.1470,g,23.5567,0.2452
1250034,56653.1490,r,23.5481,0.2903
1250034,56653.1510,i,23.2947,0.3218
1250034,56660.0610,g,23.8785,0.2057
1250034,56660.0630,r,23.4746,0.1599
1250034,56660.0650,i,23.5918,0.2885
1250034,56676.0600,r,23.6810,0.3382
1250034,56683.0420,r,23.5525,0.2982
1250034,56690.0650,g,24.3453,0.3381
1253119,56547.0940,g,23.6750,0.2704
1253119,56551.0770,g,21.7083,0.3123
1253119,56551.0800,r,21.9016,0.2730
1253119,56563.0500,g,21.6314,0.0245
1253119,56563.0530,r,21.5384,0.0350
1253119,56563.0550,i,21.6047,0.0620
1253119,56567.0680,g,21.7510,0.2742
1253119,56567.0700,r,21.3891,0.3406
1253119,56575.0140,g,22.3226,0.0395
1253119,56575.0170,r,21.8854,0.0379
1253119,56575.0190,i,21.9062,0.0553
1253119,56579.0130,g,22.4880,0.1482
1253119,56579.0150,r,21.9701,0.0949
1253119,56579.0170,i,22.1359,0.1239
1253119,56590.0110,g,23.7101,0.2328
1253119,56590.0130,r,22.8641,0.2657
1253119,56590.0160,i,21.9215,0.2807
1253119,56594.0120,g,24.4085,0.3027
1253119,56594.0150,r,23.1220,0.1387
1253119,56594.0170,i,22.5642,0.1431
1253119,56602.0160,r,24.1765,0.3382
1253119,56602.0180,i,22.9423,0.1767
1253119,56609.0310,i,23.4886,0.3364
1253119,56615.0720,i,23.4535,0.3392
1253119,56649.0530,r,24.5549,0.3176
1253895,56559.1930,r,23.4084,0.2491
1253895,56559.1950,i,23.4236,0.2748
1253895,56559.1980,z,23.2925,0.2462
1253895,56563.2000,g,23.0950,0.0708
1253895,56563.2030,r,22.7145,0.0670
1253895,56567.2190,g,22.8236,0.0407
1253895,56567.2220,r,22.4198,0.0421
1253895,56567.2240,i,22.5149,0.0693
1253895,56567.2260,z,22.4036,0.0777
1253895,56575.1910,g,22.8539,0.0356
1253895,56575.1940,r,22.2112,0.0315
1253895,56575.1990,z,22.2964,0.0641
1253895,56579.1810,g,23.0247,0.1339
1253895,56579.1830,r,22.2667,0.0653
1253895,56579.1880,z,22.6046,0.1449
1253895,56590.3410,g,23.5518,0.2954
1253895,56590.3430,r,22.8589,0.2735
1253895,56594.1350,r,22.9211,0.1179
1253895,56594.1400,z,22.7385,0.2177
1253895,56602.1190,g,25.0745,0.2574
1253895,56602.1210,r,23.1946,0.0719
1253895,56602.1230,i,22.9358,0.0940
1253895,56602.1250,z,22.7032,0.1061
1253895,56607.0600,i,23.1796,0.2917
1253895,56607.0620,z,22.6569,0.2492
1253895,56614.0780,i,23.5552,0.3440
1253895,56614.0800,z,22.9522,0.1846
1253895,56628.0780,r,24.6239,0.3312
1253895,56628.0830,z,23.4618,0.2966
1253895,56635.1300,r,24.3899,0.3537
1253895,56635.1350,z,23.6079,0.3169
1253895,56645.0850,z,23.8237,0.3495
1253895,56660.0930,i,24.3109,0.3592
1253895,56660.0960,z,23.3960,0.2047
1253895,56667.1230,z,23.5382,0.3467
1253895,56682.0860,i,24.1250,0.3471
1253920,56567.2190,g,22.8953,0.0472
1253920,56567.2220,r,22.9468,0.0677
1253920,56567.2240,z,23.1624,0.1844
1253920,56567.2240,i,23.0062,0.0954
1253920,56575.1910,g,20.7383,0.0062
1253920,56575.1940,r,20.9401,0.0099
1253920,56575.1960,i,21.0183,0.0138
1253920,56575.1990,z,21.3021,0.0223
1253920,56579.1810,g,20.4578,0.0135
1253920,56579.1830,r,20.6515,0.0143
1253920,56579.1850,i,20.8376,0.0177
1253920,56579.1880,z,21.1136,0.0329
1253920,56590.3410,g,20.7599,0.0239
1253920,56590.3430,r,20.6030,0.0326
1253920,56590.3450,i,20.8209,0.1467
1253920,56594.1330,g,21.0813,0.0151
1253920,56594.1350,r,20.7989,0.0163
1253920,56594.1370,i,21.0921,0.0301
1253920,56594.1390,z,21.6047,0.0661
1253920,56602.1190,g,22.0800,0.0187
1253920,56602.1210,r,21.2586,0.0122
1253920,56602.1230,i,21.3761,0.0196
1253920,56602.1250,z,21.8216,0.0419
1253920,56607.0550,g,22.4896,0.1457
1253920,56607.0580,r,21.5169,0.0509
1253920,56607.0600,i,21.4406,0.0518
1253920,56607.0620,z,21.8167,0.1026
1253920,56614.0750,r,21.7498,0.0680
1253920,56614.0780,i,21.6323,0.0492
1253920,56614.0800,z,21.7234,0.0515
1253920,56615.0980,r,21.9065,0.1054
1253920,56615.1010,i,21.7253,0.0594
1253920,56615.1040,z,21.5557,0.0623
1253920,56628.0760,g,23.7368,0.1207
1253920,56628.0780,r,22.4487,0.0451
1253920,56628.0800,i,22.4053,0.0631
1253920,56628.0830,z,22.3354,0.0914
1253920,56635.1270,g,24.3173,0.3018
1253920,56635.1300,r,22.6908,0.0709
1253920,56635.1320,i,22.5802,0.0853
1253920,56635.1350,z,22.7476,0.1237
1253920,56645.0800,r,22.7983,0.1456
1253920,56645.0820,i,22.9649,0.1455
1253920,56645.0850,z,23.2069,0.1736
1253920,56649.1680,r,22.9921,0.1328
1253920,56649.1700,i,23.3765,0.2188
1253920,56649.1720,z,23.0610,0.1965
1253920,56653.0880,r,22.9654,0.1631
1253920,56653.0900,i,22.9532,0.2612
1253920,56660.0890,g,24.1861,0.1364
1253920,56660.0910,r,23.3869,0.0871
1253920,56660.0930,i,23.4909,0.1398
1253920,56660.0960,z,23.4282,0.1854
1253920,56667.1180,r,23.5712,0.2026
1253920,56667.1200,i,23.8498,0.2953
1253920,56667.1230,z,23.5293,0.2998
1253920,56675.1040,i,23.8697,0.3407
1253920,56675.1070,z,23.4844,0.2936
1253920,56682.0810,g,24.8589,0.2997
1253920,56682.0840,r,23.7982,0.1450
1253920,56686.1210,g,24.6100,0.2984
1253920,56686.1230,r,24.1591,0.2528
1253920,56693.0340,g,24.3893,0.3338
1253920,56693.0370,r,23.9751,0.2370
1254889,56568.1940,i,25.6930,0.3452
1254889,56568.2550,r,25.5204,0.2513
1254889,56575.2050,g,25.0617,0.1469
1254889,56575.2230,z,24.0496,0.0876
1254889,56575.3660,i,24.0920,0.1828
1254889,56576.1500,i,23.9308,0.0739
1254889,56576.1740,r,23.7522,0.0570
1254889,56579.2140,z,23.6791,0.0807
1254889,56579.3120,i,23.5119,0.0413
1254889,56579.3350,r,23.4683,0.0314
1254889,56591.2070,z,23.2972,0.0630
1254889,56591.3030,i,23.0688,0.0410
1254889,56591.3270,r,23.1538,0.0394
1254889,56595.1050,z,23.0697,0.1687
1254889,56602.1330,g,26.0215,0.3376
1254889,56602.1550,z,23.2262,0.0534
1254889,56602.2740,i,23.3659,0.0676
1254889,56602.3000,r,23.5089,0.0454
1254889,56607.2110,z,23.5331,0.1168
1254889,56607.2770,i,23.5647,0.0794
1254889,56607.3020,r,23.9920,0.0914
1254889,56611.2220,z,23.6295,0.1024
1254889,56611.2870,i,23.8383,0.1295
1254889,56615.1590,z,23.9783,0.2081
1254889,56615.2300,i,23.8411,0.1522
1254889,56625.2290,z,24.0285,0.1242
1254889,56625.2810,i,25.0038,0.2660
1254889,56627.1450,r,25.4321,0.1735
1254889,56629.0770,z,23.9647,0.1730
1254889,56629.1240,i,24.3836,0.2138
1254889,56635.1980,r,25.7545,0.3348
1254889,56636.0560,z,24.5241,0.1715
1254889,56641.0750,z,24.3809,0.2006
1254889,56648.0540,z,24.7535,0.2198
1254889,56653.1760,z,24.5881,0.3087
1254889,56656.0620,i,25.6031,0.2825
1254889,56660.1370,z,24.9377,0.2833
1256680,56559.1690,r,21.6439,0.2785
1256680,56591.0770,g,22.5114,0.0782
1256680,56591.0790,r,22.1467,0.0691
1256680,56591.0810,i,22.3342,0.1035
1256680,56591.0840,z,22.4850,0.1422
1256680,56595.0870,i,22.1611,0.2239
1256680,56595.0890,z,22.0532,0.1764
1256680,56602.0630,g,22.3205,0.0319
1256680,56602.0660,r,21.9756,0.0292
1256680,56602.0680,i,21.9211,0.0370
1256680,56602.0700,z,22.3311,0.0706
1256680,56607.0410,z,22.1095,0.1761
1256680,56615.0250,r,22.5213,0.1339
1256680,56618.0300,g,23.4734,0.1067
1256680,56618.0330,r,22.8183,0.0815
1256680,56618.0350,i,22.4799,0.0897
1256680,56618.0380,z,22.7487,0.1410
1256680,56627.0500,g,24.7442,0.2779
1256680,56627.0530,r,23.1315,0.0720
1256680,56627.0550,i,22.7049,0.0638
1256680,56627.0580,z,22.8683,0.0942
1256680,56635.0590,i,22.8813,0.1370
1256680,56635.0610,z,23.0781,0.2272
1256680,56642.1190,i,22.8792,0.3134
1256680,56642.1210,z,22.5968,0.3219
1256680,56648.1500,i,23.2129,0.1978
1256680,56653.0720,g,24.0326,0.3004
1256680,56660.1190,r,24.1923,0.3179
1256701,56591.0770,g,23.6172,0.2076
1256701,56591.0790,r,22.8819,0.1368
1256701,56591.0810,i,23.0690,0.2076
1256701,56591.0840,z,23.0375,0.2523
1256701,56602.0630,g,24.5184,0.2334
1256701,56602.0660,r,23.1832,0.0822
1256701,56602.0680,i,22.9754,0.0918
1256701,56602.0700,z,22.9481,0.1208
1256701,56618.0330,r,24.0778,0.2451
1256701,56618.0350,i,23.5482,0.2332
1256701,56618.0380,z,23.3051,0.2293
1256701,56627.0530,r,24.6088,0.2709
1256701,56627.0550,i,23.8350,0.1821
1256701,56627.0580,z,23.8909,0.2506
1257695,56594.0260,g,23.6355,0.1017
1257695,56594.0280,r,23.8104,0.1907
1257695,56594.0300,i,23.5230,0.2177
1257695,56602.0270,g,20.8922,0.0085
1257695,56602.0290,r,21.1137,0.0125
1257695,56602.0310,i,21.2476,0.0183
1257695,56602.0340,z,21.4815,0.0308
1257695,56606.0410,i,20.6642,0.0379
1257695,56606.0440,z,21.0299,0.0622
1257695,56609.0400,g,20.1563,0.0113
1257695,56609.0420,r,20.3447,0.0110
1257695,56609.0440,i,20.6258,0.0146
1257695,56609.0470,z,20.8920,0.0203
1257695,56615.0810,g,20.1472,0.0130
1257695,56615.0840,r,20.3337,0.0803
1257695,56615.0860,i,20.6278,0.0209
1257695,56615.0880,z,21.0564,0.0332
1257695,56628.0470,g,20.9907,0.0098
1257695,56628.0500,r,20.7558,0.0099
1257695,56628.0520,i,21.1846,0.0196
1257695,56628.0550,z,21.8423,0.0530
1257695,56635.0970,g,21.7585,0.0461
1257695,56635.0990,r,21.0816,0.0222
1257695,56635.1010,i,21.3797,0.0347
1257695,56635.1040,z,21.8145,0.0636
1257695,56645.1210,g,22.2540,0.1410
1257695,56645.1240,r,21.4307,0.0435
1257695,56645.1260,i,21.3931,0.0390
1257695,56645.1290,z,21.6144,0.0485
1257695,56650.0490,g,22.8366,0.0522
1257695,56650.0510,r,21.6983,0.0218
1257695,56650.0530,i,21.5747,0.0264
1257695,56650.0560,z,21.6486,0.0356
1257695,56657.0450,g,23.1139,0.0904
1257695,56657.0470,r,22.0265,0.0383
1257695,56657.0500,i,22.0404,0.0530
1257695,56657.0520,z,21.9481,0.0629
1257695,56667.0590,g,23.5428,0.2951
1257695,56667.0620,r,22.3398,0.0864
1257695,56667.0640,i,22.3497,0.0918
1257695,56667.0660,z,22.5995,0.1410
1257695,56675.0740,r,22.2282,0.1292
1257695,56675.0760,i,22.8942,0.1873
1257695,56675.0780,z,22.6598,0.1884
1257695,56682.0670,g,23.3710,0.1288
1257695,56682.0690,r,22.6529,0.0815
1257695,56682.0710,i,22.7650,0.1398
1257695,56682.0720,z,22.6599,0.2440
1257695,56690.0510,g,23.6023,0.1706
1257695,56690.0530,r,22.7284,0.0901
1257695,56690.0550,i,23.1347,0.1535
1257695,56690.0570,z,23.1559,0.2028
1257695,56697.0540,r,22.8861,0.1717
1257695,56697.0560,i,23.0629,0.2093
1259241,56575.1820,i,23.4623,0.2269
1259241,56594.0900,g,23.5287,0.3556
1259241,56609.0550,g,21.1058,0.0582
1259241,56609.0570,r,20.9725,0.0376
1259241,56609.0590,i,20.9354,0.0404
1259241,56609.0620,z,21.0708,0.0485
1259241,56615.0370,g,19.7313,0.0532
1259241,56615.0390,r,19.7486,0.0315
1259241,56615.0410,i,19.8229,0.0338
1259241,56615.0430,z,19.9918,0.0674
1259241,56625.1980,r,19.3839,0.0061
1259241,56628.0620,g,19.7686,0.0068
1259241,56628.0650,r,19.5063,0.0058
1259241,56628.0670,i,19.8996,0.0123
1259241,56628.0690,z,20.1833,0.0187
1259241,56635.1140,g,20.4265,0.0142
1259241,56635.1160,r,19.8761,0.0089
1259241,56635.1180,i,20.2569,0.0195
1259241,56635.1210,z,20.3842,0.0286
1259241,56645.0640,g,21.4763,0.0629
1259241,56645.0670,r,20.3518,0.0195
1259241,56645.0690,i,20.2223,0.0204
1259241,56645.0720,z,20.3014,0.0191
1259241,56649.1460,g,21.7015,0.0510
1259241,56649.1480,r,20.5653,0.0173
1259241,56649.1510,i,20.2797,0.0199
1259241,56649.1530,z,20.3190,0.0257
1259241,56653.1610,g,21.9121,0.0510
1259241,56653.1630,r,20.6887,0.0251
1259241,56653.1650,i,20.3946,0.0339
1259241,56653.1680,z,20.1689,0.0374
1259241,56660.0750,g,22.3578,0.0534
1259241,56660.0770,r,21.2731,0.0217
1259241,56660.0800,i,21.0115,0.0286
1259241,56660.0820,z,20.9264,0.0358
1259241,56667.1030,g,22.4785,0.1851
1259241,56667.1050,r,21.4873,0.0522
1259241,56667.1070,i,21.4504,0.0648
1259241,56667.1090,z,21.4388,0.0649
1259241,56675.0860,g,22.4632,0.2032
1259241,56675.0890,r,21.5372,0.0706
1259241,56675.0910,i,21.7046,0.0982
1259241,56675.0940,z,21.7161,0.0888
1259241,56681.1210,g,22.5870,0.0699
1259241,56681.1230,r,21.8907,0.0448
1259241,56681.1250,i,21.8084,0.0720
1259241,56681.1280,z,21.9114,0.0947
1259241,56685.1710,g,22.8392,0.1908
1259241,56685.1740,r,21.8998,0.0815
1259241,56685.1760,i,21.7451,0.1267
1259241,56692.0450,g,22.7397,0.0809
1259241,56692.0470,r,22.0472,0.0463
1259241,56692.0490,i,22.1979,0.0853
1259241,56692.0520,z,22.3413,0.1138
1259241,56698.0460,g,22.5511,0.2277
1259241,56698.0490,r,22.1531,0.1044
1259241,56698.0510,i,22.3176,0.1437
1259241,56698.0540,z,22.8554,0.2509
1260159,56618.0300,g,24.3238,0.2327
1260159,56618.0330,r,23.8217,0.1942
1260159,56618.0350,i,23.7108,0.2560
1260159,56618.0380,z,23.5607,0.2772
1260159,56627.0500,g,23.2900,0.0715
1260159,56627.0530,r,22.7089,0.0468
1260159,56627.0550,i,22.7960,0.0661
1260159,56627.0580,z,22.8547,0.0934
1260159,56635.0540,g,23.7847,0.2710
1260159,56635.0570,r,22.6598,0.1149
1260159,56635.0590,i,22.6339,0.1060
1260159,56635.0610,z,22.8008,0.1677
1260159,56642.1160,r,22.9947,0.3507
1260159,56642.1190,i,22.5301,0.2218
1260159,56642.1220,z,22.6511,0.3032
1260159,56648.1480,r,23.5579,0.2145
1260159,56648.1500,i,22.8611,0.1345
1260159,56648.1520,z,23.2583,0.2261
1260159,56653.0760,i,23.2451,0.2205
1260159,56660.1210,i,23.8812,0.3314
1260159,56676.0480,i,24.3258,0.3580
1261193,56628.0760,g,24.0500,0.1898
1261193,56628.0780,r,23.3076,0.1199
1261193,56628.0800,i,23.6657,0.2594
1261193,56635.1270,g,21.6264,0.0291
1261193,56635.1300,r,21.5612,0.0303
1261193,56635.1320,i,21.5440,0.0424
1261193,56635.1350,z,22.0086,0.0729
1261193,56642.0880,i,21.1282,0.2408
1261193,56642.0910,z,21.5996,0.1268
1261193,56645.0780,g,20.9706,0.0352
1261193,56645.0800,r,20.8147,0.0251
1261193,56645.0820,i,21.0674,0.0303
1261193,56645.0850,z,21.5781,0.0418
1261193,56649.1680,r,20.8541,0.0211
1261193,56649.1700,i,20.9740,0.0295
1261193,56649.1720,z,21.6358,0.0599
1261193,56653.0860,g,21.3285,0.0224
1261193,56653.0880,r,20.8545,0.0270
1261193,56653.0900,i,21.1136,0.0606
1261193,56653.0940,z,21.9616,0.0870
1261193,56660.0890,g,21.8431,0.0187
1261193,56660.0910,r,21.2484,0.0147
1261193,56660.0930,i,21.5454,0.0294
1261193,56660.0960,z,22.4466,0.0826
1261193,56667.1160,g,22.5607,0.1077
1261193,56667.1180,r,21.5935,0.0412
1261193,56667.1200,i,21.8378,0.0605
1261193,56667.1230,z,22.4601,0.1292
1261193,56675.1000,g,23.0127,0.2211
1261193,56675.1020,r,21.6911,0.0559
1261193,56675.1040,i,21.6961,0.0572
1261193,56675.1070,z,22.2003,0.1074
1261193,56682.0810,g,23.6112,0.1004
1261193,56682.0840,r,22.0200,0.0337
1261193,56682.0860,i,21.9253,0.0504
1261193,56682.0890,z,21.9479,0.0639
1261193,56686.1210,g,24.0963,0.2113
1261193,56686.1230,r,22.2354,0.0521
1261193,56686.1250,i,22.1589,0.0731
1261193,56686.1280,z,22.2151,0.0947
1261193,56693.0340,g,24.0183,0.2770
1261193,56693.0370,r,22.6193,0.0815
1261193,56693.0390,i,22.6789,0.1091
1261193,56693.0410,z,22.6322,0.1309
1261236,56625.2290,z,24.5958,0.2930
1261236,56625.2810,i,24.4619,0.2277
1261236,56627.1430,r,24.3854,0.1011
1261236,56629.0700,z,23.9862,0.3260
