# SDSS-II Supernova Survey photometry subset (public data release:
# Sako et al. 2018, PASP 130, 064002;
# https://portal.nersc.gov/project/dessn/SDSS/dataRelease/).
# Spectroscopically confirmed SNe Ia, z 0.05-0.35; SNANA FLUXCAL
# converted to AB magnitudes (27.5 - 2.5 log10 FLUXCAL), SNR > 3.
snid,mjd,band,mag,emag
3080,53673.275,i,21.0153,0.0995
3080,53675.272,g,22.3304,0.1584
3080,53675.272,r,21.3268,0.1015
3080,53675.272,i,21.1338,0.1148
3080,53677.293,g,22.4459,0.1609
3080,53677.293,r,21.5497,0.0976
3080,53677.293,i,21.3291,0.1242
3080,53680.280,g,22.8184,0.2405
3080,53680.280,r,21.6241,0.123
3080,53680.280,i,21.2716,0.1302
3080,53693.281,r,21.9911,0.2229
3080,53693.281,i,21.8831,0.2522
3080,53698.278,r,22.3854,0.2664
3080,53699.301,r,22.5663,0.3039
3080,53704.263,r,22.3956,0.2845
3087,53635.341,g,21.2288,0.1224
3087,53635.341,r,21.4824,0.1228
3087,53635.341,i,21.3976,0.1599
3087,53637.335,g,21.0616,0.0882
3087,53637.335,r,21.0661,0.0943
3087,53637.335,i,20.935,0.1227
3087,53639.380,g,20.5863,0.038
3087,53639.380,r,20.7336,0.0531
3087,53639.380,i,20.6692,0.0712
3087,53641.379,g,20.4552,0.034
3087,53641.379,r,20.5384,0.04
3087,53641.379,i,20.4889,0.0581
3087,53641.379,z,20.955,0.2732
3087,53644.327,g,20.2381,0.033
3087,53644.327,r,20.2663,0.035
3087,53644.327,i,20.3677,0.0531
3087,53644.327,z,21.26,0.3521
3087,53654.362,g,20.4052,0.034
3087,53654.362,r,20.2252,0.035
3087,53654.362,i,20.3527,0.0581
3087,53654.362,z,20.6906,0.2555
3087,53663.323,g,21.1938,0.1043
3087,53663.323,r,20.5684,0.0571
3087,53663.323,i,20.9059,0.0904
3087,53666.393,g,21.4924,0.1226
3087,53666.393,r,20.9459,0.0722
3087,53666.393,i,20.9019,0.0934
3087,53668.312,g,21.7392,0.1238
3087,53668.312,r,20.8998,0.0702
3087,53668.312,i,20.9831,0.1086
3087,53670.317,g,21.5465,0.0954
3087,53670.317,r,21.0601,0.0752
3087,53670.317,i,21.0213,0.1066
3087,53673.285,g,22.2707,0.1388
3087,53673.285,r,21.029,0.0632
3087,53673.285,i,21.1369,0.1047
3087,53675.282,g,22.1365,0.1293
3087,53675.282,r,21.1253,0.0813
3087,53675.282,i,21.1037,0.1299
3087,53677.303,g,22.3364,0.1431
3087,53677.303,r,21.1483,0.0682
3087,53677.303,i,21.1389,0.1007
3087,53680.289,g,22.6606,0.1899
3087,53680.289,r,21.2716,0.0833
3087,53680.289,i,21.1318,0.1057
3087,53686.289,r,21.6845,0.2652
3087,53686.289,i,21.7335,0.3086
3087,53686.289,z,20.6823,0.3283
3087,53693.291,r,22.1897,0.2573
3087,53693.291,i,21.9158,0.2588
3087,53698.288,r,22.139,0.1958
3087,53698.288,i,22.0799,0.2787
3087,53704.273,r,22.2253,0.1973
3087,53704.273,i,22.2474,0.317
3199,53635.211,g,22.081,0.1791
3199,53635.211,r,21.7801,0.1557
3199,53635.211,i,21.9229,0.2788
3199,53636.209,g,21.9874,0.1403
3199,53636.209,r,21.8023,0.1435
3199,53636.209,i,21.7375,0.2074
3199,53637.204,g,22.0317,0.1342
3199,53637.204,r,21.7207,0.1383
3199,53637.204,i,21.8209,0.26
3199,53644.196,g,21.6107,0.0662
3199,53644.196,r,21.2104,0.0702
3199,53644.196,i,21.3583,0.1313
3199,53648.251,g,21.7733,0.0985
3199,53648.251,r,21.1733,0.0943
3199,53648.251,i,21.633,0.241
3199,53654.230,g,21.9804,0.1342
3199,53654.230,r,21.2335,0.1014
3199,53654.230,i,21.3835,0.1864
3199,53655.180,g,21.7131,0.205
3199,53655.180,r,21.5728,0.1869
3199,53655.180,i,21.2435,0.185
3199,53656.177,g,21.7271,0.2656
3199,53656.177,r,21.2395,0.1997
3199,53656.177,i,21.5743,0.2958
3199,53663.190,g,22.2798,0.2043
3199,53663.190,r,21.8628,0.162
3199,53663.190,i,21.9813,0.2616
3199,53664.205,g,21.9955,0.2704
3199,53664.205,r,21.6593,0.2187
3199,53666.168,g,22.7312,0.18
3199,53666.168,r,22.0082,0.1543
3199,53666.168,i,22.1676,0.3047
3199,53668.180,r,21.7781,0.1598
3199,53669.163,g,22.8792,0.2023
3199,53669.163,r,22.1623,0.1846
3199,53670.184,g,23.3833,0.338
3199,53670.184,r,22.1989,0.1982
3199,53670.184,i,21.9424,0.2433
3199,53671.248,i,21.6391,0.2628
3199,53673.152,g,23.1363,0.2921
3199,53673.152,r,22.0639,0.2099
3199,53673.152,i,22.1283,0.3115
3199,53674.147,r,22.1765,0.1898
3199,53675.149,r,22.1501,0.2207
3199,53675.149,i,22.1645,0.3379
3199,53676.236,r,22.622,0.2792
3199,53676.236,i,22.083,0.2618
3199,53677.170,r,22.5054,0.2384
3199,53679.208,r,22.4992,0.3349
3199,53680.156,r,22.2437,0.2203
3199,53680.156,i,22.1005,0.3014
3199,53681.199,r,22.6179,0.2845
3199,53681.199,i,22.0089,0.2472
3256,53636.198,r,22.3313,0.2501
3256,53636.198,i,21.7772,0.219
3256,53655.169,g,19.642,0.044
3256,53655.169,r,19.6021,0.031
3256,53655.169,i,19.8543,0.045
3256,53655.169,z,20.1792,0.1856
3256,53664.193,g,20.3262,0.055
3256,53664.193,r,20.0372,0.046
3256,53664.193,i,20.2896,0.0701
3256,53664.193,z,20.341,0.2281
3256,53666.156,g,20.4812,0.031
3256,53666.156,r,20.0672,0.032
3256,53666.156,i,20.3306,0.0541
3256,53666.156,z,20.6657,0.2339
3256,53669.152,g,20.8684,0.045
3256,53669.152,r,20.2523,0.034
3256,53669.152,i,20.3927,0.0561
3256,53669.152,z,20.4606,0.1937
3256,53671.237,g,21.0706,0.0731
3256,53671.237,r,20.5885,0.0761
3256,53671.237,i,20.3707,0.0842
3256,53671.237,z,20.2279,0.2658
3256,53674.136,g,21.5205,0.0803
3256,53674.136,r,20.6135,0.0521
3256,53674.136,i,20.3366,0.0591
3256,53674.136,z,20.5882,0.2096
3256,53676.225,g,21.4162,0.0742
3256,53676.225,r,20.5474,0.045
3256,53676.225,i,20.3347,0.0531
3256,53676.225,z,20.4894,0.1836
3256,53679.196,g,21.8436,0.1269
3256,53679.196,r,20.7817,0.0691
3256,53679.196,i,20.4388,0.0691
3256,53679.196,z,20.4197,0.2351
3256,53681.188,g,22.1758,0.1488
3256,53681.188,r,20.8618,0.0651
3256,53681.188,i,20.5279,0.0651
3256,53681.188,z,20.3951,0.1828
3256,53685.146,r,20.9088,0.1013
3256,53685.146,i,20.7284,0.1246
3256,53685.146,z,20.2523,0.2087
3256,53687.185,g,21.9452,0.336
3256,53687.185,r,20.9639,0.1084
3256,53687.185,i,20.6572,0.0923
3256,53687.185,z,20.1041,0.1627
3256,53700.142,g,22.7394,0.2532
3256,53700.142,r,21.9668,0.1889
3256,53700.142,i,21.3945,0.1619
3256,53705.128,g,22.8205,0.2891
3256,53705.128,r,21.6955,0.1637
3256,53705.128,i,21.8005,0.2525
3317,53635.359,g,21.1918,0.0963
3317,53635.359,r,21.1283,0.0913
3317,53635.359,i,21.0595,0.1087
3317,53637.353,g,20.8604,0.0681
3317,53637.353,r,20.8387,0.0782
3317,53637.353,i,20.8938,0.1156
3317,53639.398,g,20.4942,0.032
3317,53639.398,r,20.5584,0.045
3317,53639.398,i,20.6411,0.0692
3317,53639.398,z,20.8473,0.2178
3317,53641.397,g,20.3622,0.03
3317,53641.397,r,20.4063,0.038
3317,53641.397,i,20.4488,0.0601
3317,53641.397,z,20.7353,0.218
3317,53644.345,g,20.2641,0.027
3317,53644.345,r,20.2743,0.033
3317,53644.345,i,20.3226,0.0531
3317,53644.345,z,20.6782,0.1971
3317,53657.357,g,20.7093,0.1173
3317,53657.357,r,20.7116,0.1194
3317,53657.357,i,20.6582,0.1508
3317,53663.341,g,21.6237,0.1499
3317,53663.341,r,21.026,0.0862
3317,53663.341,i,20.6271,0.0772
3317,53666.411,g,21.7502,0.1521
3317,53666.411,r,20.996,0.0812
3317,53666.411,i,21.0263,0.1117
3317,53668.331,g,22.1184,0.1813
3317,53668.331,r,21.2616,0.1004
3317,53668.331,i,21.0324,0.1369
3317,53668.331,z,20.8715,0.3518
3317,53669.418,g,22.5485,0.3176
3317,53669.418,r,21.3288,0.1257
3317,53669.418,i,21.0394,0.139
3317,53670.336,g,22.1516,0.167
3317,53670.336,r,21.2967,0.1025
3317,53670.336,i,20.9791,0.1126
3317,53673.303,g,22.3719,0.1432
3317,53673.303,r,21.38,0.1126
3317,53673.303,i,21.1117,0.1037
3317,53673.303,z,21.3212,0.3559
3317,53675.300,g,22.7179,0.2018
3317,53675.300,r,21.2937,0.0944
3317,53675.300,i,21.2878,0.1414
3317,53677.321,g,22.7846,0.2076
3317,53677.321,r,21.5648,0.1017
3317,53677.321,i,21.2908,0.1191
3317,53677.321,z,21.1613,0.2769
3317,53680.308,g,23.0035,0.2559
3317,53680.308,r,21.7248,0.1211
3317,53680.308,i,21.7345,0.1857
3377,53628.424,g,22.9829,0.36
3377,53628.424,r,22.6573,0.3078
3377,53635.433,g,21.2779,0.1114
3377,53635.433,r,21.1794,0.1105
3377,53635.433,i,21.2455,0.1494
3377,53639.472,g,21.1117,0.0581
3377,53639.472,r,21.0431,0.0702
3377,53639.472,i,21.1469,0.1189
3377,53641.471,g,21.0286,0.0581
3377,53641.471,r,20.9659,0.0682
3377,53641.471,i,20.9089,0.0954
3377,53644.419,g,20.9545,0.039
3377,53644.419,r,20.7687,0.0491
3377,53644.419,i,20.8326,0.0763
3377,53644.419,z,21.2237,0.3192
3377,53657.431,g,21.5826,0.0833
3377,53657.431,r,21.0351,0.0742
3377,53657.431,i,21.1328,0.1391
3377,53663.416,g,22.0428,0.2768
3377,53663.416,r,21.4573,0.1734
3377,53663.416,i,21.6473,0.2587
3377,53666.486,g,22.7394,0.3306
3377,53666.486,r,21.5406,0.134
3377,53666.486,i,21.5501,0.1828
3377,53668.406,g,22.1557,0.1957
3377,53668.406,r,21.6855,0.1596
3377,53668.406,i,21.5046,0.194
3377,53669.493,g,22.7026,0.295
3377,53669.493,r,21.7882,0.1802
3377,53669.493,i,21.6594,0.2276
3377,53670.410,g,22.6372,0.2932
3377,53670.410,r,22.0721,0.2223
3377,53670.410,i,21.4057,0.1854
3377,53673.378,g,23.1511,0.2708
3377,53673.378,r,21.9183,0.1428
3377,53673.378,i,21.6716,0.1854
3377,53675.375,g,23.2366,0.3026
3377,53675.375,r,21.9234,0.156
3377,53675.375,i,21.7192,0.2114
3377,53680.383,g,23.086,0.2564
3377,53680.383,r,22.2507,0.1872
3377,53680.383,i,21.8943,0.2199
3377,53686.383,i,21.6726,0.2422
3377,53687.440,i,20.1084,0.2176
3451,53626.220,r,21.3338,0.2192
3451,53626.220,i,20.9019,0.1845
3451,53635.213,g,21.2999,0.0913
3451,53635.213,r,21.2676,0.0964
3451,53635.213,i,21.6321,0.1791
3451,53637.206,g,21.1547,0.0631
3451,53637.206,r,21.0591,0.0832
3451,53637.206,i,20.9671,0.1217
3451,53644.198,g,20.9865,0.0421
3451,53644.198,r,20.9168,0.0541
3451,53644.198,i,20.7083,0.0732
3451,53654.232,g,21.4252,0.0772
3451,53654.232,r,21.0331,0.0903
3451,53654.232,i,21.1278,0.1259
3451,53654.232,z,21.0307,0.3364
3451,53656.180,g,21.2859,0.1862
3451,53656.180,r,21.1082,0.1599
3451,53656.180,i,21.3956,0.2626
3451,53663.192,g,22.194,0.1989
3451,53663.192,r,21.2756,0.0924
3451,53663.192,i,21.5389,0.1582
3451,53668.182,g,22.8958,0.268
3451,53668.182,r,22.0184,0.2097
3451,53668.182,i,21.5926,0.2273
3451,53670.186,g,22.7815,0.2107
3451,53670.186,r,22.0406,0.1615
3451,53670.186,i,21.7497,0.194
3451,53673.154,g,23.0296,0.2692
3451,53673.154,r,22.0812,0.1781
3451,53673.154,i,21.5581,0.1778
3451,53675.151,r,22.2324,0.2212
3451,53675.151,i,21.5966,0.1779
3451,53677.172,r,22.2599,0.1883
3451,53677.172,i,21.8087,0.1975
3451,53680.158,r,22.4213,0.2605
3451,53680.158,i,21.5662,0.1788
3451,53702.153,g,22.6759,0.3489
3451,53702.153,r,21.9709,0.3282
3452,53635.215,g,21.7422,0.1389
3452,53635.215,r,21.7348,0.1546
3452,53635.215,i,21.7507,0.2064
3452,53637.208,g,21.2399,0.0732
3452,53637.208,r,21.3689,0.1015
3452,53637.208,i,21.6097,0.2036
3452,53644.200,g,20.8414,0.036
3452,53644.200,r,20.8417,0.0501
3452,53644.200,i,21.0193,0.0935
3452,53644.200,z,20.9752,0.2618
3452,53654.234,g,21.0566,0.0551
3452,53654.234,r,20.8447,0.0621
3452,53654.234,i,20.7344,0.0833
3452,53656.181,g,20.9425,0.1264
3452,53656.181,r,21.2436,0.1712
3452,53656.181,i,21.0524,0.1837
3452,53663.194,g,21.7572,0.1298
3452,53663.194,r,21.034,0.0702
3452,53663.194,i,21.168,0.1138
3452,53668.183,g,22.3273,0.1502
3452,53668.183,r,21.2867,0.0984
3452,53668.183,i,21.446,0.1825
3452,53670.188,g,22.3263,0.1339
3452,53670.188,r,21.5236,0.1016
3452,53670.188,i,21.3734,0.1517
3452,53673.156,g,22.725,0.207
3452,53673.156,r,21.7368,0.1282
3452,53673.156,i,21.6554,0.1915
3452,53675.152,g,23.2452,0.3183
3452,53675.152,r,21.8638,0.1386
3452,53675.152,i,21.546,0.1675
3452,53677.173,g,23.0296,0.2351
3452,53677.173,r,21.7801,0.1151
3452,53677.173,i,21.6786,0.17
3452,53680.160,r,22.266,0.2059
3452,53680.160,i,21.8974,0.2356
3452,53686.226,i,21.1017,0.2783
3452,53693.160,i,21.9782,0.2784
3592,53616.367,i,21.7426,0.3266
3592,53628.329,r,21.8759,0.2019
3592,53635.338,g,19.372,0.022
3592,53635.338,r,19.6191,0.03
3592,53635.338,i,19.6062,0.032
3592,53635.338,z,19.9362,0.1052
3592,53637.331,g,19.077,0.017
3592,53637.331,r,19.257,0.02
3592,53637.331,i,19.3181,0.033
3592,53637.331,z,19.6803,0.1372
3592,53639.377,g,18.874,0.034
3592,53639.377,r,19.017,0.021
3592,53639.377,i,19.1651,0.022
3592,53639.377,z,19.4702,0.0693
3592,53641.376,g,18.718,0.016
3592,53641.376,r,18.912,0.014
3592,53641.376,i,19.1201,0.02
3592,53641.376,z,19.4241,0.0633
3592,53644.324,g,18.654,0.022
3592,53644.324,r,18.811,0.017
3592,53644.324,i,19.1661,0.025
3592,53644.324,z,19.5466,0.0784
3592,53654.358,g,19.125,0.011
3592,53654.358,r,18.997,0.019
3592,53654.358,i,19.4151,0.03
3592,53654.358,z,19.8908,0.1233
3592,53663.319,g,20.0581,0.036
3592,53663.319,r,19.5181,0.03
3592,53663.319,i,19.7282,0.037
3592,53663.319,z,20.0333,0.1165
3592,53666.389,g,20.3332,0.041
3592,53666.389,r,19.6241,0.048
3592,53666.389,i,19.7272,0.035
3592,53666.389,z,19.9605,0.1123
3592,53668.309,g,20.5222,0.044
3592,53668.309,r,19.6581,0.03
3592,53668.309,i,19.7592,0.039
3592,53668.309,z,19.8323,0.1242
3592,53670.314,g,20.7203,0.048
3592,53670.314,r,19.7401,0.028
3592,53670.314,i,19.6632,0.036
3592,53670.314,z,19.9474,0.1357
3592,53673.281,g,20.9545,0.0451
3592,53673.281,r,19.8721,0.029
3592,53673.281,i,19.7072,0.034
3592,53673.281,z,19.8243,0.11
3592,53675.278,g,20.9905,0.0481
3592,53675.278,r,19.9791,0.035
3592,53675.278,i,19.7672,0.039
3592,53675.278,z,20.0393,0.1809
3592,53677.299,g,21.1417,0.0491
3592,53677.299,r,20.1072,0.034
3592,53677.299,i,19.9323,0.036
3592,53677.299,z,19.9736,0.0991
3592,53680.286,g,21.2359,0.0581
3592,53680.286,r,20.2172,0.037
3592,53680.286,i,20.1435,0.0481
3592,53680.286,z,19.905,0.1011
3592,53686.285,g,21.6047,0.2458
3592,53686.285,r,20.4574,0.0912
3592,53686.285,i,20.6812,0.1276
3592,53686.285,z,20.4647,0.2313
3592,53693.287,g,21.7733,0.1846
3592,53693.287,r,20.7136,0.0711
3592,53693.287,i,20.7985,0.0994
3592,53693.287,z,20.8126,0.2557
3592,53698.284,g,21.6518,0.0854
3592,53698.284,r,20.8217,0.0581
3592,53698.284,i,20.9721,0.1036
3592,53698.284,z,20.8536,0.2901
3592,53704.269,g,22.0277,0.115
3592,53704.269,r,21.002,0.0732
3592,53704.269,i,21.1931,0.1534
3901,53637.320,g,22.1617,0.2461
3901,53637.320,r,22.0103,0.2458
3901,53639.365,g,20.3672,0.035
3901,53639.365,r,20.3963,0.044
3901,53639.365,i,20.6151,0.0722
3901,53639.365,z,20.9063,0.2556
3901,53644.312,g,18.974,0.013
3901,53644.312,r,19.052,0.028
3901,53644.312,i,19.2961,0.028
3901,53644.312,z,19.4943,0.0834
3901,53654.347,g,17.996,0.006
3901,53654.347,r,18.039,0.011
3901,53654.347,i,18.365,0.014
3901,53654.347,z,18.5654,0.04
3901,53663.307,g,18.063,0.008
3901,53663.307,r,18.003,0.033
3901,53663.307,i,18.439,0.027
3901,53663.307,z,18.7916,0.0451
3901,53666.378,g,18.284,0.017
3901,53666.378,r,18.156,0.01
3901,53666.378,i,18.677,0.017
3901,53666.378,z,18.8798,0.0561
3901,53668.297,g,18.435,0.014
3901,53668.297,r,18.234,0.014
3901,53668.297,i,18.776,0.024
3901,53668.297,z,19.038,0.0682
3901,53670.302,g,18.586,0.011
3901,53670.302,r,18.317,0.021
3901,53670.302,i,18.902,0.024
3901,53670.302,z,19.1382,0.0933
3901,53673.269,g,18.906,0.011
3901,53673.269,r,18.429,0.012
3901,53673.269,i,18.889,0.018
3901,53673.269,z,18.9529,0.0491
3901,53675.266,g,19.102,0.027
3901,53675.266,r,18.569,0.017
3901,53675.266,i,18.9561,0.02
3901,53675.266,z,18.9759,0.0591
3901,53677.287,g,19.235,0.013
3901,53677.287,r,18.608,0.01
3901,53677.287,i,18.895,0.017
3901,53677.287,z,18.8918,0.0441
3901,53680.274,g,19.526,0.019
3901,53680.274,r,18.749,0.012
3901,53680.274,i,18.922,0.017
3901,53680.274,z,18.9438,0.0501
3901,53693.275,g,20.3802,0.0691
3901,53693.275,r,19.171,0.03
3901,53693.275,i,19.1421,0.033
3901,53693.275,z,19.1984,0.0752
3901,53698.272,g,20.5392,0.045
3901,53698.272,r,19.5211,0.023
3901,53698.272,i,19.4431,0.029
3901,53698.272,z,19.4753,0.0945
3901,53699.295,g,20.5933,0.046
3901,53699.295,r,19.5351,0.025
3901,53699.295,i,19.4281,0.028
3901,53699.295,z,19.5797,0.0966
3901,53704.257,g,20.6933,0.0591
3901,53704.257,r,19.7571,0.03
3901,53704.257,i,19.8383,0.043
3901,53704.257,z,19.6672,0.121
4046,53635.270,g,21.907,0.3003
4046,53635.270,r,21.6382,0.1962
4046,53635.270,i,21.9188,0.3392
4046,53637.263,g,21.6388,0.1439
4046,53637.263,r,21.9688,0.2095
4046,53637.263,i,21.6482,0.2702
4046,53639.309,g,21.5596,0.0813
4046,53639.309,r,21.4352,0.0955
4046,53639.309,i,21.3714,0.1385
4046,53644.255,g,21.6549,0.0753
4046,53644.255,r,21.2526,0.0733
4046,53644.255,i,21.327,0.1232
4046,53644.255,z,21.1984,0.3123
4046,53654.290,g,21.8536,0.0885
4046,53654.290,r,21.3679,0.0834
4046,53654.290,i,21.316,0.1292
4046,53656.238,r,21.4543,0.1928
4046,53656.238,i,21.6868,0.2956
4046,53663.250,g,22.2171,0.2226
4046,53663.250,r,22.0002,0.187
4046,53663.250,i,22.0654,0.27
4046,53668.240,r,22.2895,0.2707
4046,53668.240,i,21.8505,0.3309
4046,53670.245,g,23.3133,0.3429
4046,53670.245,r,22.3313,0.197
4046,53670.245,i,22.263,0.3228
4046,53673.212,r,22.8601,0.3456
4046,53673.212,i,22.3141,0.3545
4046,53675.209,i,21.8913,0.2764
4046,53677.230,r,22.7835,0.2803
4046,53677.230,i,22.0151,0.2189
4046,53680.216,i,22.0881,0.2629
4241,53626.326,g,22.6525,0.194
4241,53626.326,r,22.4572,0.2252
4241,53628.311,r,22.1156,0.2881
4241,53628.311,i,22.0799,0.3267
4241,53635.319,g,22.0549,0.2077
4241,53635.319,r,21.8194,0.167
4241,53635.319,i,21.9802,0.2521
4241,53637.312,g,22.4753,0.3212
4241,53637.312,r,21.6432,0.1737
4241,53637.312,i,21.3905,0.1977
4241,53639.358,g,22.0639,0.1201
4241,53639.358,r,21.5859,0.0966
4241,53639.358,i,21.7924,0.1747
4241,53644.305,g,22.8525,0.2864
4241,53644.305,r,21.8205,0.1405
4241,53644.305,i,21.8841,0.2438
4241,53654.339,g,23.0974,0.2793
4241,53654.339,r,22.315,0.2
4241,53654.339,i,22.3529,0.3425
4241,53663.300,r,22.6293,0.3471
4241,53666.370,r,22.6024,0.352
4241,53670.294,i,22.1273,0.3114
4241,53673.262,r,22.9109,0.3429
4524,53639.448,g,18.574,0.034
4524,53639.448,r,18.612,0.012
4524,53639.448,i,18.694,0.014
4524,53639.448,z,18.9008,0.0441
4524,53641.447,g,18.171,0.008
4524,53641.447,r,18.244,0.019
4524,53641.447,i,18.302,0.015
4524,53641.447,z,18.5104,0.049
4524,53644.395,g,17.789,0.006
4524,53644.395,r,17.881,0.008
4524,53644.395,i,17.92,0.007
4524,53644.395,z,18.1112,0.021
4524,53657.407,g,17.345,0.011
4524,53657.407,r,17.219,0.016
4524,53657.407,i,17.254,0.015
4524,53657.407,z,17.402,0.021
4524,53663.391,g,17.397,0.0721
4524,53663.391,r,17.153,0.008
4524,53663.391,i,17.149,0.004
4524,53663.391,z,17.261,0.021
4524,53666.462,g,17.407,0.011
4524,53666.462,r,17.126,0.011
4524,53666.462,i,17.109,0.007
4524,53666.462,z,17.217,0.013
4524,53668.381,g,17.401,0.009
4524,53668.381,r,17.126,0.01
4524,53668.381,i,17.092,0.012
4524,53668.381,z,17.223,0.016
4524,53669.469,g,17.431,0.016
4524,53669.469,r,17.103,0.01
4524,53669.469,i,17.08,0.015
4524,53669.469,z,17.205,0.017
4524,53670.386,g,17.424,0.006
4524,53670.386,r,17.121,0.01
4524,53670.386,i,17.075,0.007
4524,53670.386,z,17.236,0.019
4524,53673.354,g,17.46,0.004
4524,53673.354,r,17.115,0.005
4524,53673.354,i,17.057,0.007
4524,53673.354,z,17.187,0.012
4524,53675.351,g,17.486,0.007
4524,53675.351,r,17.099,0.012
4524,53675.351,i,17.041,0.008
4524,53675.351,z,17.15,0.016
4524,53680.359,g,17.583,0.007
4524,53680.359,r,17.132,0.005
4524,53680.359,i,17.02,0.004
4524,53680.359,z,17.12,0.016
4524,53683.417,g,17.644,0.034
4524,53683.417,r,17.157,0.012
4524,53683.417,i,17.059,0.008
4524,53683.417,z,17.072,0.0721
4524,53686.358,g,17.693,0.016
4524,53686.358,r,17.155,0.015
4524,53686.358,i,17.051,0.009
4524,53686.358,z,17.109,0.022
4524,53687.416,g,17.694,0.014
4524,53687.416,r,17.189,0.028
4524,53687.416,i,17.03,0.014
4524,53687.416,z,17.101,0.025
4524,53693.360,g,17.789,0.01
4524,53693.360,r,17.206,0.016
4524,53693.360,i,17.072,0.011
4524,53693.360,z,17.101,0.017
4524,53699.381,g,17.909,0.012
4524,53699.381,r,17.269,0.006
4524,53699.381,i,17.106,0.009
4524,53699.381,z,17.12,0.017
4524,53704.343,g,17.981,0.006
4524,53704.343,r,17.327,0.012
4524,53704.343,i,17.165,0.008
4524,53704.343,z,17.17,0.015
4679,53639.383,r,22.6335,0.2624
4679,53641.382,g,22.9932,0.2558
4679,53641.382,r,22.1968,0.1745
4679,53641.382,i,22.3623,0.3198
4679,53644.331,g,22.7363,0.1842
4679,53644.331,r,22.0852,0.1566
4679,53644.331,i,22.263,0.2947
4679,53654.365,g,22.4682,0.1507
4679,53654.365,r,21.6996,0.121
4679,53654.365,i,21.822,0.2204
4679,53657.341,r,21.1573,0.2139
4679,53663.326,r,21.891,0.1753
4679,53663.326,i,21.7223,0.2021
4679,53666.396,r,22.5838,0.3225
4679,53666.396,i,21.9229,0.2389
4679,53668.316,r,22.2956,0.2561
4679,53670.320,g,22.8247,0.2691
4679,53670.320,r,22.3598,0.263
4679,53670.320,i,21.9659,0.3005
4679,53673.288,r,22.7385,0.2966
4679,53673.288,i,22.262,0.2979
4679,53675.285,r,22.2263,0.2056
4679,53677.306,r,22.7489,0.2871
4679,53677.306,i,22.0654,0.2352
4679,53680.292,r,22.6979,0.2774
5103,53639.324,g,22.4733,0.1898
5103,53639.324,r,22.2477,0.2006
5103,53639.324,i,22.3991,0.3505
5103,53644.271,g,20.8875,0.043
5103,53644.271,r,21.009,0.0722
5103,53644.271,i,21.0494,0.1167
5103,53654.305,g,20.2571,0.026
5103,53654.305,r,20.2562,0.033
5103,53654.305,i,20.3827,0.0581
5103,53654.305,z,21.0082,0.2891
5103,53656.253,g,20.3712,0.0631
5103,53656.253,r,20.2883,0.0601
5103,53656.253,i,20.3787,0.0822
5103,53663.266,g,20.7313,0.0601
5103,53663.266,r,20.3203,0.042
5103,53663.266,i,20.5329,0.0662
5103,53663.266,z,20.8778,0.2377
5103,53668.255,g,21.2138,0.0722
5103,53668.255,r,20.6385,0.0651
5103,53668.255,i,20.8998,0.1277
5103,53670.260,g,21.4152,0.0642
5103,53670.260,r,20.7987,0.0551
5103,53670.260,i,21.0806,0.1057
5103,53673.227,g,21.8376,0.0936
5103,53673.227,r,20.9529,0.0712
5103,53673.227,i,21.0564,0.1036
5103,53675.224,g,22.1516,0.1253
5103,53675.224,r,20.999,0.0752
5103,53675.224,i,21.1962,0.1371
5103,53677.245,g,22.1244,0.1111
5103,53677.245,r,21.02,0.0591
5103,53677.245,i,21.0615,0.0945
5103,53677.245,z,21.4171,0.339
5103,53680.232,g,22.451,0.1568
5103,53680.232,r,21.1864,0.0712
5103,53680.232,i,21.0936,0.1037
5103,53680.232,z,21.0941,0.301
5103,53693.232,r,22.0933,0.2421
5103,53693.232,i,21.6888,0.2154
5103,53698.229,r,21.7872,0.2479
5103,53698.229,i,21.9363,0.316
5103,53699.253,g,23.1069,0.3239
5103,53699.253,r,21.7146,0.1464
5103,53699.253,i,22.1438,0.3527
5103,53704.215,r,22.4931,0.2667
5103,53704.215,i,22.2839,0.357
5350,53645.194,g,22.2697,0.147
5350,53645.194,r,22.2517,0.2089
5350,53655.106,g,20.8654,0.0601
5350,53655.106,r,20.8337,0.0611
5350,53655.106,i,20.8096,0.0863
5350,53664.130,g,21.0726,0.0832
5350,53664.130,r,20.8548,0.0782
5350,53664.130,i,21.0554,0.1208
5350,53666.093,g,21.2349,0.0571
5350,53666.093,r,20.7897,0.0571
5350,53666.093,i,20.946,0.0945
5350,53666.093,z,20.8242,0.3197
5350,53669.089,g,21.4753,0.0682
5350,53669.089,r,20.9639,0.0651
5350,53669.089,i,21.1077,0.1057
5350,53669.089,z,20.8831,0.305
5350,53674.073,g,22.0619,0.1211
5350,53674.073,r,21.3298,0.0954
5350,53674.073,i,21.3129,0.1333
5350,53681.125,r,21.5497,0.2524
5350,53681.125,i,21.7386,0.2771
5350,53685.083,r,21.9759,0.324
5350,53685.083,i,21.7518,0.3014
5350,53687.122,r,21.9527,0.23
5350,53687.122,i,21.3674,0.169
5350,53687.122,z,20.752,0.3266
5350,53700.079,i,21.968,0.2583
5350,53705.065,r,22.5013,0.3253
5391,53643.469,g,22.8638,0.2611
5391,53643.469,r,22.6906,0.302
5391,53646.488,g,22.9839,0.2599
5391,53646.488,r,22.3415,0.2096
